,DewPt,Humidity,Press,TempC,WindSp,PrecipHr,PrecipCm,season_2,season_3,season_4,WindDir_NW,WindDir_SE,WindDir_cv,target,WindDir_SW
2013-03-08 15:00:00,0.0,38.0,1005.0,14.0,3.432372999130605,0.0,0.0,False,False,False,False,True,False,5.022234429939608,False
2013-03-08 16:00:00,0.0,40.0,1005.0,13.0,3.6635616461296463,0.0,0.0,False,False,False,False,True,False,4.59511985013459,False
2013-03-08 17:00:00,-1.0,43.0,1006.0,11.0,3.7823697972012753,0.0,0.0,False,False,False,False,True,False,4.353498551059343,False
2013-03-08 18:00:00,-1.0,49.0,1006.0,9.0,3.8512108660313884,0.0,0.0,False,False,False,False,True,False,4.5081084731449605,False
2013-03-08 19:00:00,-2.0,52.0,1006.0,7.0,3.888549649242504,0.0,0.0,False,False,False,False,True,False,4.448516375942715,False
2013-03-08 20:00:00,-2.0,49.0,1006.0,8.0,3.9506666290203505,0.0,0.0,False,False,False,False,True,False,4.378896741664954,False
2013-03-08 21:00:00,-3.0,56.0,1006.0,5.0,3.984529696214894,0.0,0.0,False,False,False,False,True,False,4.448516375942715,False
2013-03-08 22:00:00,-4.0,48.0,1006.0,6.0,4.041119578762556,0.0,0.0,False,False,False,False,True,False,4.334017415487521,False
2013-03-08 23:00:00,-4.0,55.0,1005.0,4.0,4.0946778400122215,0.0,0.0,False,False,False,False,True,False,4.23410650459726,False
2013-03-09 00:00:00,-4.0,64.0,1003.0,2.0,0.636576829071551,0.0,0.0,False,False,False,False,False,True,4.400603020246817,False
2013-03-09 01:00:00,-4.0,59.0,1002.0,3.0,1.0224509277025458,0.0,0.0,False,False,False,False,False,True,4.491441420659749,False
2013-03-09 02:00:00,-4.0,69.0,1001.0,1.0,0.636576829071551,0.0,0.0,False,False,False,False,True,False,4.572130331909891,False
2013-03-09 04:00:00,-3.0,74.0,998.0,1.0,1.0224509277025458,0.0,0.0,False,False,False,False,False,True,4.670489652108734,False
2013-03-09 05:00:00,-3.0,69.0,997.0,2.0,1.3001916620664788,0.0,0.0,False,False,False,False,False,True,4.757891273005756,False
2013-03-09 06:00:00,-4.0,69.0,998.0,1.0,1.0260415958332743,0.0,0.0,False,False,False,True,False,False,4.736198448394496,False
2013-03-09 07:00:00,-3.0,74.0,998.0,1.0,1.7783364488959144,0.0,0.0,False,False,False,True,False,False,4.720728526622364,False
2013-03-09 08:00:00,-2.0,64.0,999.0,4.0,2.2027647577118348,0.0,0.0,False,False,False,True,False,False,4.808111029984782,False
2013-03-09 09:00:00,-3.0,48.0,1000.0,7.0,2.570319527636131,0.0,0.0,False,False,False,True,False,False,4.955827057601261,False
2013-03-09 10:00:00,-3.0,32.0,1002.0,13.0,1.4182774069729414,0.0,0.0,False,False,False,False,False,False,4.135166556742356,False
2013-03-09 11:00:00,-11.0,12.0,1004.0,18.0,2.8898160479624417,0.0,0.0,False,False,False,True,False,False,4.069026754237811,False
2013-03-09 12:00:00,-16.0,10.0,1007.0,15.0,3.528710701961115,0.0,0.0,False,False,False,True,False,False,3.82319179172153,False
2013-03-09 13:00:00,-20.0,7.0,1009.0,14.0,3.9154172384961616,0.0,0.0,False,False,False,True,False,False,3.834061463958434,False
2013-03-09 14:00:00,-21.0,8.0,1012.0,11.0,4.180063437624638,0.0,0.0,False,False,False,True,False,False,3.6176519448255684,False
2013-03-09 15:00:00,-22.0,8.0,1014.0,10.0,4.349503442968322,0.0,0.0,False,False,False,True,False,False,3.079613757534693,False
2013-03-09 16:00:00,-22.0,8.0,1015.0,10.0,4.46900676117522,0.0,0.0,False,False,False,True,False,False,2.833213344056216,False
2013-03-09 17:00:00,-22.0,8.0,1017.0,10.0,4.557239652230542,0.0,0.0,False,False,False,True,False,False,2.740840023925201,False
2013-03-09 18:00:00,-22.0,9.0,1018.0,9.0,4.64688777933996,0.0,0.0,False,False,False,True,False,False,2.6210388241125804,False
2013-03-09 19:00:00,-22.0,10.0,1022.0,7.0,4.736987610608278,0.0,0.0,False,False,False,True,False,False,2.5649493574615367,False
2013-03-09 20:00:00,-21.0,12.0,1023.0,6.0,4.812428228072077,0.0,0.0,False,False,False,True,False,False,2.505525936990736,False
2013-03-09 21:00:00,-21.0,13.0,1025.0,5.0,4.906015244966153,0.0,0.0,False,False,False,True,False,False,2.6026896854443837,False
2013-03-09 22:00:00,-21.0,13.0,1026.0,5.0,4.970091038780675,0.0,0.0,False,False,False,True,False,False,2.3513752571634776,False
2013-03-09 23:00:00,-21.0,14.0,1027.0,4.0,5.009634793762673,0.0,0.0,False,False,False,True,False,False,2.463853240590168,False
2013-03-10 00:00:00,-19.0,19.0,1027.0,2.0,1.0260415958332743,0.0,0.0,False,False,False,False,False,False,2.302585092994046,False
2013-03-10 01:00:00,-15.0,31.0,1027.0,0.0,1.4182774069729414,0.0,0.0,False,False,False,False,True,False,2.6741486494265287,False
2013-03-10 02:00:00,-13.0,42.0,1027.0,-2.0,1.7783364488959144,0.0,0.0,False,False,False,False,True,False,2.995732273553991,False
2013-03-10 03:00:00,-16.0,26.0,1027.0,1.0,0.636576829071551,0.0,0.0,False,False,False,False,False,True,2.917770732084279,False
2013-03-10 04:00:00,-12.0,53.0,1027.0,-4.0,0.636576829071551,0.0,0.0,False,False,False,False,False,False,3.349904087274605,False
2013-03-10 05:00:00,-13.0,42.0,1028.0,-2.0,0.636576829071551,0.0,0.0,False,False,False,False,False,True,3.392829131991639,False
2013-03-10 06:00:00,-10.0,62.0,1028.0,-4.0,1.0224509277025458,0.0,0.0,False,False,False,False,False,True,3.4258899942525267,False
2013-03-10 07:00:00,-10.0,62.0,1028.0,-4.0,1.3001916620664788,0.0,0.0,False,False,False,False,False,True,3.4094961844768505,False
2013-03-10 08:00:00,-11.0,40.0,1029.0,1.0,1.0260415958332743,0.0,0.0,False,False,False,False,True,False,3.332204510175204,False
2013-03-10 09:00:00,-19.0,13.0,1029.0,7.0,1.918392120161421,0.0,0.0,False,False,False,False,True,False,3.2865344733420154,False
2013-03-10 10:00:00,-19.0,12.0,1029.0,8.0,2.462149662665384,0.0,0.0,False,False,False,False,True,False,3.5263605246161616,False
2013-03-10 11:00:00,-21.0,9.0,1028.0,10.0,2.812410216426453,0.0,0.0,False,False,False,False,True,False,3.449987545831587,False
2013-03-10 12:00:00,-20.0,10.0,1028.0,10.0,3.028683373693677,0.0,0.0,False,False,False,False,True,False,3.5040547671018634,False
2013-03-10 13:00:00,-22.0,8.0,1026.0,11.0,3.206398303357088,0.0,0.0,False,False,False,False,True,False,3.548179572010801,False
2013-03-10 14:00:00,-20.0,8.0,1025.0,12.0,3.3881121421135,0.0,0.0,False,False,False,False,True,False,3.597312260588446,False
2013-03-10 15:00:00,-20.0,8.0,1024.0,12.0,3.541828511401901,0.0,0.0,False,False,False,False,True,False,3.644143560272545,False
2013-03-10 16:00:00,-19.0,9.0,1024.0,12.0,3.697343532526066,0.0,0.0,False,False,False,False,True,False,3.784189633918261,False
2013-03-10 17:00:00,-18.0,11.0,1024.0,11.0,3.8318969609488613,0.0,0.0,False,False,False,False,True,False,3.970291913552122,False
2013-03-10 18:00:00,-16.0,15.0,1024.0,9.0,3.9331972406595526,0.0,0.0,False,False,False,False,True,False,4.127134385045092,False
2013-03-10 19:00:00,-15.0,17.0,1024.0,8.0,3.9926809084456005,0.0,0.0,False,False,False,False,True,False,4.330733340286331,False
2013-03-10 20:00:00,-14.0,22.0,1025.0,6.0,4.025173103360802,0.0,0.0,False,False,False,False,True,False,4.293878247897177,False
2013-03-10 21:00:00,-12.0,30.0,1025.0,4.0,4.056642695038089,0.0,0.0,False,False,False,False,True,False,4.427836170705175,False
2013-03-10 22:00:00,-12.0,27.0,1025.0,5.0,4.087152091640596,0.0,0.0,False,False,False,False,True,False,4.421848128860553,False
2013-03-10 23:00:00,-11.0,37.0,1025.0,2.0,4.116758157059,0.0,0.0,False,False,False,False,True,False,4.403665809777363,False
2013-03-11 00:00:00,-11.0,34.0,1025.0,3.0,4.1455128487965,0.0,0.0,False,False,False,False,True,False,4.572130331909891,False
2013-03-11 01:00:00,-10.0,43.0,1024.0,1.0,4.193888192558362,0.0,0.0,False,False,False,False,True,False,4.605170185988092,False
2013-03-11 02:00:00,-10.0,43.0,1024.0,1.0,0.636576829071551,0.0,0.0,False,False,False,False,False,True,4.686750172980514,False
2013-03-11 03:00:00,-9.0,50.0,1023.0,0.0,1.0224509277025458,0.0,0.0,False,False,False,False,False,True,4.646791860678911,False
2013-03-11 04:00:00,-8.0,58.0,1023.0,-1.0,0.636576829071551,0.0,0.0,False,False,False,False,True,False,4.622518824322705,False
2013-03-11 05:00:00,-8.0,58.0,1023.0,-1.0,1.3029127521808397,0.0,0.0,False,False,False,False,True,False,4.574710978503383,False
2013-03-11 06:00:00,-8.0,58.0,1023.0,-1.0,0.636576829071551,0.0,0.0,False,False,False,False,False,True,4.5081084731449605,False
2013-03-11 07:00:00,-6.0,68.0,1023.0,-1.0,1.0224509277025458,0.0,0.0,False,False,False,False,False,True,4.627420794922911,False
2013-03-11 08:00:00,-7.0,47.0,1023.0,3.0,1.0260415958332743,0.0,0.0,False,False,False,False,True,False,4.700480365792417,False
2013-03-11 09:00:00,-8.0,41.0,1023.0,4.0,1.5216989981260935,0.0,0.0,False,False,False,False,True,False,4.873287102945032,False
2013-03-11 10:00:00,-8.0,35.0,1022.0,6.0,2.0425181875752383,0.0,0.0,False,False,False,False,True,False,4.90527477843843,False
2013-03-11 11:00:00,-9.0,30.0,1022.0,7.0,2.2512917986064953,0.0,0.0,False,False,False,False,True,False,4.738389029774314,False
2013-03-11 12:00:00,-9.0,28.0,1021.0,8.0,2.5360749363624,0.0,0.0,False,False,False,False,True,False,4.81014976667463,False
2013-03-11 13:00:00,-9.0,26.0,1019.0,9.0,2.668616131856803,0.0,0.0,False,False,False,False,True,False,4.774912960575186,False
2013-03-11 14:00:00,-9.0,23.0,1018.0,11.0,3.007166651179654,0.0,0.0,False,False,False,False,True,False,4.684443366882599,False
2013-03-11 15:00:00,-8.0,23.0,1017.0,12.0,3.224857896545748,0.0,0.0,False,False,False,False,True,False,4.747103681876758,False
2013-03-11 16:00:00,-9.0,22.0,1016.0,12.0,3.4035279970004377,0.0,0.0,False,False,False,False,True,False,4.941642422609304,False
2013-03-11 17:00:00,-6.0,29.0,1015.0,11.0,3.5290040861498118,0.0,0.0,False,False,False,False,True,False,4.952299717083292,False
2013-03-11 18:00:00,-4.0,39.0,1016.0,9.0,3.5801800371905954,0.0,0.0,False,False,False,False,True,False,5.0056227522727115,False
2013-03-11 19:00:00,-4.0,39.0,1016.0,9.0,3.62886402170395,0.0,0.0,False,False,False,False,True,False,5.090678001769792,False
2013-03-11 20:00:00,-3.0,42.0,1016.0,9.0,3.652215469742345,0.0,0.0,False,False,False,False,True,False,5.082955955675882,False
2013-03-11 21:00:00,-3.0,45.0,1016.0,8.0,3.6975913947159578,0.0,0.0,False,False,False,False,True,False,4.826311734631628,False
2013-03-11 22:00:00,-4.0,39.0,1016.0,9.0,3.7723010622530087,0.0,0.0,False,False,False,False,True,False,4.689051669968793,False
2013-03-11 23:00:00,-4.0,42.0,1015.0,8.0,3.8126445614478675,0.0,0.0,False,False,False,False,True,False,4.702750514326955,False
2013-03-12 00:00:00,-4.0,42.0,1014.0,8.0,3.8514233832992164,0.0,0.0,False,False,False,False,True,False,4.836281906951478,False
2013-03-12 01:00:00,-3.0,52.0,1013.0,6.0,3.888754378488792,0.0,0.0,False,False,False,False,True,False,4.857872539543846,False
2013-03-12 02:00:00,-3.0,52.0,1013.0,6.0,0.636576829071551,0.0,0.0,False,False,False,False,False,True,4.844187086458591,False
2013-03-12 03:00:00,-2.0,56.0,1012.0,6.0,1.0224509277025458,0.0,0.0,False,False,False,False,False,True,4.867534450455582,False
2013-03-12 04:00:00,-1.0,65.0,1012.0,5.0,1.3001916620664788,0.4054651081081644,0.0,False,False,False,False,False,True,4.90527477843843,False
2013-03-12 05:00:00,0.0,75.0,1012.0,4.0,0.636576829071551,0.26236426446749106,0.4054651081081644,False,False,False,False,False,False,4.9505313700265505,False
2013-03-12 06:00:00,1.0,86.0,1012.0,3.0,1.0260415958332743,0.6931471805599453,0.5877866649021191,False,False,False,False,True,False,4.867534450455582,False
2013-03-12 07:00:00,1.0,86.0,1012.0,3.0,0.636576829071551,1.2809338454620642,1.0296194171811583,False,False,False,False,False,True,4.799914262780603,False
2013-03-12 08:00:00,1.0,86.0,1012.0,3.0,0.8501509293696101,0.26236426446749106,1.6863989535702288,False,False,False,False,False,True,4.78957290898587,False
2013-03-12 09:00:00,2.0,93.0,1013.0,3.0,1.172482137234565,0.09531017980432487,1.7404661748405046,False,False,False,False,False,True,4.846153655430632,False
2013-03-12 10:00:00,2.0,93.0,1012.0,3.0,1.0260415958332743,0.18232155679395465,1.7578579175523736,False,False,False,True,False,False,4.983606621708336,False
2013-03-12 11:00:00,2.0,86.0,1012.0,4.0,0.636576829071551,0.09531017980432487,1.791759469228055,False,False,False,False,False,True,5.022234429939608,False
2013-03-12 12:00:00,3.0,93.0,1012.0,4.0,0.636576829071551,0.09531017980432487,1.8082887711792657,False,False,False,True,False,False,5.01396308418893,False
2013-03-12 13:00:00,3.0,86.0,1012.0,5.0,1.6134299337036377,0.0,0.0,False,False,False,True,False,False,4.955827057601261,False
2013-03-12 14:00:00,3.0,86.0,1013.0,5.0,2.0980179272527715,0.0,0.0,False,False,False,True,False,False,4.880906187421472,False
2013-03-12 15:00:00,3.0,81.0,1013.0,6.0,2.2965670206684825,0.0,0.0,False,False,False,True,False,False,4.886582645426277,False
2013-03-12 16:00:00,4.0,86.0,1013.0,6.0,0.636576829071551,0.09531017980432487,0.0,False,False,False,False,False,True,4.9505313700265505,False
2013-03-12 17:00:00,4.0,81.0,1014.0,7.0,1.4182774069729414,0.0,0.0,False,False,False,True,False,False,4.96807567967746,False
2013-03-12 18:00:00,3.0,81.0,1015.0,6.0,1.9823798288367047,0.0,0.0,False,False,False,True,False,False,4.971547905388209,False
2013-03-12 19:00:00,2.0,80.0,1017.0,5.0,2.340843805111136,0.0,0.0,False,False,False,True,False,False,5.061011501421323,False
2013-03-12 20:00:00,3.0,86.0,1019.0,5.0,0.636576829071551,0.0,0.0,False,False,False,False,False,True,5.104429173382616,False
2013-03-12 21:00:00,2.0,93.0,1020.0,3.0,1.0224509277025458,0.0,0.0,False,False,False,False,False,True,5.10138965736472,False
2013-03-12 22:00:00,2.0,75.0,1021.0,6.0,1.0260415958332743,0.0,0.0,False,False,False,False,True,False,4.774912960575186,False
2013-03-12 23:00:00,1.0,86.0,1022.0,3.0,0.636576829071551,0.0,0.0,False,False,False,False,False,True,4.197201947661808,False
2013-03-13 00:00:00,-5.0,55.0,1023.0,3.0,1.4182774069729414,0.0,0.0,False,False,False,True,False,False,3.1675825304806504,False
2013-03-13 01:00:00,-6.0,63.0,1024.0,0.0,1.9823798288367047,0.0,0.0,False,False,False,True,False,False,2.327277705584417,False
2013-03-13 02:00:00,-9.0,47.0,1025.0,1.0,2.423031246069913,0.0,0.0,False,False,False,True,False,False,2.3749057545736716,False
2013-03-13 03:00:00,-8.0,58.0,1025.0,-1.0,2.667922410011431,0.0,0.0,False,False,False,True,False,False,2.3749057545736716,False
2013-03-13 04:00:00,-9.0,54.0,1026.0,-1.0,2.864483986944037,0.0,0.0,False,False,False,True,False,False,2.70805020110221,False
2013-03-13 05:00:00,-11.0,43.0,1026.0,0.0,1.6134299337036377,0.0,0.0,False,False,False,False,False,False,2.70805020110221,False
2013-03-13 06:00:00,-10.0,50.0,1027.0,-1.0,2.0980179272527715,0.0,0.0,False,False,False,False,False,False,2.772588722239781,False
2013-03-13 07:00:00,-10.0,43.0,1029.0,1.0,1.4182774069729414,0.0,0.0,False,False,False,True,False,False,2.740840023925201,False
2013-03-13 08:00:00,-11.0,37.0,1030.0,2.0,1.6134299337036377,0.0,0.0,False,False,False,False,False,False,2.7245795030534206,False
2013-03-13 09:00:00,-12.0,32.0,1031.0,3.0,2.2965670206684825,0.0,0.0,False,False,False,False,False,False,2.833213344056216,False
2013-03-13 10:00:00,-15.0,21.0,1031.0,5.0,2.698673039289613,0.0,0.0,False,False,False,False,False,False,2.6741486494265287,False
2013-03-13 11:00:00,-15.0,21.0,1032.0,5.0,2.9381031607173544,0.0,0.0,False,False,False,False,False,False,2.545531271604435,False
2013-03-13 12:00:00,-16.0,18.0,1031.0,6.0,3.131136910560194,0.0,0.0,False,False,False,False,False,False,2.7880929087757464,False
2013-03-13 13:00:00,-18.0,14.0,1029.0,7.0,3.206398303357088,0.0,0.0,False,False,False,False,False,False,2.691243082785829,False
2013-03-13 14:00:00,-18.0,13.0,1029.0,8.0,0.636576829071551,0.0,0.0,False,False,False,False,False,True,2.5257286443082556,False
2013-03-13 15:00:00,-19.0,12.0,1028.0,8.0,1.3029127521808397,0.0,0.0,False,False,False,False,False,True,2.545531271604435,False
2013-03-13 16:00:00,-18.0,13.0,1028.0,8.0,1.5195132049061133,0.0,0.0,False,False,False,False,False,True,2.8183982582710754,False
2013-03-13 17:00:00,-18.0,13.0,1028.0,8.0,1.0260415958332743,0.0,0.0,False,False,False,False,True,False,3.228826155721369,False
2013-03-13 18:00:00,-15.0,20.0,1028.0,6.0,1.7783364488959144,0.0,0.0,False,False,False,False,True,False,3.58351893845611,False
